chain_id,chain_family,chain_number,display_name,standard,pitch_in,pitch_mm,strands,status,provenance,needs_review,description,application_tags,materials_available,options_upgrades,roller_dia_in,roller_dia_mm,inner_width_in,inner_width_mm,pin_dia_in,pin_dia_mm,plate_height_in,plate_height_mm,weight_lbs_ft,weight_kg_m,extra_dims_json,tensile_lbs,tensile_kn,working_load_lbs,working_load_kn,temp_min_c,temp_max_c,lubrication,perf_source,pn_tsubaki,pn_donghua,pn_canam,pn_macchain,pn_rexnord,pn_linkbelt,pn_renold,pn_jeffrey,pn_webster,image_url,drawing_url,uniking_notes
DH-OILFIELD-100-5,Performance Roller Chains,100-5,Donghua 20S-5 Oil Field Roller Chain (ANSI 100-5),ANSI/ASME B29.1,1.25,31.75,5,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 100-5, 5-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,0.75,19.05,0.744,18.9,0.375,9.53,1.185,30.1,12.917,19.22,"{""pin_length_mm_max"": 187.8, ""plate_thickness_mm_max"": 4.0}",97650,434.35,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,20S-5,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 100-5 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
DH-OILFIELD-120-5,Performance Roller Chains,120-5,Donghua 24S-5 Oil Field Roller Chain (ANSI 120-5),ANSI/ASME B29.1,1.5,38.1,5,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 120-5, 5-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,0.875,22.23,0.993,25.22,0.437,11.1,1.425,36.2,18.622,27.71,"{""pin_length_mm_max"": 236.1, ""plate_thickness_mm_max"": 4.8}",140620,625.5,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,24S-5,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 120-5 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
DH-OILFIELD-140-5,Performance Roller Chains,140-5,Donghua 28S-5 Oil Field Roller Chain (ANSI 140-5),ANSI/ASME B29.1,1.75,44.45,5,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 140-5, 5-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,1,25.4,0.993,25.22,0.5,12.7,1.661,42.2,26.344,39.2,"{""pin_length_mm_max"": 254.6, ""plate_thickness_mm_max"": 5.6, ""transverse_pitch_mm"": 48.87}",191390,851.35,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,28S-5,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 140-5 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
DH-OILFIELD-160-5,Performance Roller Chains,160-5,Donghua 32S-5 Oil Field Roller Chain (ANSI 160-5),ANSI/ASME B29.1,2,50.8,5,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 160-5, 5-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,1.125,28.58,1.25,31.75,0.562,14.27,1.898,48.2,35.215,52.4,"{""pin_length_mm_max"": 303.3, ""plate_thickness_mm_max"": 6.4, ""transverse_pitch_mm"": 58.55}",249990,1112,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,32S-5,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 160-5 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
DH-OILFIELD-80-6,Performance Roller Chains,80-6,Donghua 16S-6 Oil Field Roller Chain (ANSI 80-6),ANSI/ASME B29.1,1,25.4,6,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 80-6, 6-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,0.625,15.88,0.62,15.75,0.312,7.92,0.949,24.1,10.309,15.34,"{""pin_length_mm_max"": 181.5, ""plate_thickness_mm_max"": 3.25, ""transverse_pitch_mm"": 29.29}",75000,333.6,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,16S-6,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 80-6 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
DH-OILFIELD-100-6,Performance Roller Chains,100-6,Donghua 20S-6 Oil Field Roller Chain (ANSI 100-6),ANSI/ASME B29.1,1.25,31.75,6,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 100-6, 6-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,0.75,19.05,0.744,18.9,0.375,9.53,1.185,30.1,15.491,23.05,"{""pin_length_mm_max"": 223.6, ""plate_thickness_mm_max"": 4.0, ""transverse_pitch_mm"": 35.76}",117170,521.22,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,20S-6,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 100-6 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
DH-OILFIELD-120-6,Performance Roller Chains,120-6,Donghua 24S-6 Oil Field Roller Chain (ANSI 120-6),ANSI/ASME B29.1,1.5,38.1,6,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 120-6, 6-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,0.875,22.23,0.993,25.22,0.437,11.1,1.425,36.2,22.339,33.24,"{""pin_length_mm_max"": 281.6, ""plate_thickness_mm_max"": 4.8, ""transverse_pitch_mm"": 45.44}",168740,750.6,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,24S-6,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 120-6 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
DH-OILFIELD-140-6,Performance Roller Chains,140-6,Donghua 28S-6 Oil Field Roller Chain (ANSI 140-6),ANSI/ASME B29.1,1.75,44.45,6,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 140-6, 6-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,1,25.4,0.993,25.22,0.5,12.7,1.661,42.2,29.825,44.38,"{""pin_length_mm_max"": 303.4, ""plate_thickness_mm_max"": 5.6, ""transverse_pitch_mm"": 48.87}",229670,1021.62,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,28S-6,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 140-6 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
DH-OILFIELD-160-6,Performance Roller Chains,160-6,Donghua 32S-6 Oil Field Roller Chain (ANSI 160-6),ANSI/ASME B29.1,2,50.8,6,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 160-6, 6-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,1.125,28.58,1.242,31.55,0.562,14.27,1.898,48.2,40.208,59.83,"{""pin_length_mm_max"": 362.3, ""plate_thickness_mm_max"": 6.4, ""transverse_pitch_mm"": 58.55}",299990,1334.4,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,32S-6,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 160-6 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
DH-OILFIELD-200-6,Performance Roller Chains,200-6,Donghua 40S-6 Oil Field Roller Chain (ANSI 200-6),ANSI/ASME B29.1,2.5,63.5,6,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 200-6, 6-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,1.562,39.68,1.49,37.85,0.781,19.85,2.374,60.3,63.999,95.23,"{""pin_length_mm_max"": 445.0, ""plate_thickness_mm_max"": 8.0, ""transverse_pitch_mm"": 71.55}",468730,2085,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,40S-6,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 200-6 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
DH-OILFIELD-80-8,Performance Roller Chains,80-8,Donghua 16S-8 Oil Field Roller Chain (ANSI 80-8),ANSI/ASME B29.1,1,25.4,8,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 80-8, 8-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,0.625,15.88,0.62,15.75,0.312,7.92,0.949,24.1,13.737,20.44,"{""pin_length_mm_max"": 240.1, ""plate_thickness_mm_max"": 3.25, ""transverse_pitch_mm"": 29.29}",100000,444.8,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,16S-8,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 80-8 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
DH-OILFIELD-100-8,Performance Roller Chains,100-8,Donghua 20S-8 Oil Field Roller Chain (ANSI 100-8),ANSI/ASME B29.1,1.25,31.75,8,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 100-8, 8-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,0.75,19.05,0.744,18.9,0.375,9.53,1.185,30.1,20.638,30.71,"{""pin_length_mm_max"": 295.1, ""plate_thickness_mm_max"": 4.0, ""transverse_pitch_mm"": 35.76}",156230,694.96,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,20S-8,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 100-8 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
DH-OILFIELD-120-8,Performance Roller Chains,120-8,Donghua 24S-8 Oil Field Roller Chain (ANSI 120-8),ANSI/ASME B29.1,1.5,38.1,8,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 120-8, 8-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,0.875,22.23,0.993,25.22,0.437,11.1,1.425,36.2,29.758,44.28,"{""pin_length_mm_max"": 372.4, ""plate_thickness_mm_max"": 4.8, ""transverse_pitch_mm"": 45.44}",224990,1000.8,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,24S-8,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 120-8 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
DH-OILFIELD-140-8,Performance Roller Chains,140-8,Donghua 28S-8 Oil Field Roller Chain (ANSI 140-8),ANSI/ASME B29.1,1.75,44.45,8,Active,catalog-verified,FALSE,"Donghua oil field drive chain, ANSI 140-8, 8-strand. Heavy-duty roller chain for petroleum drilling / drawworks (API 7F context).","oil field,petroleum,drilling,drawworks,power transmission",,,1,25.4,0.993,25.22,0.5,12.7,1.661,42.2,41.808,62.21,"{""pin_length_mm_max"": 401.1, ""plate_thickness_mm_max"": 5.6, ""transverse_pitch_mm"": 48.87}",306230,1362.16,,,,,,"Donghua General Catalog, Oil Field Chains pp.31-32",,28S-8,,,,,,,,,,"Donghua oil-field roller chain (S-series), catalog pp.31-32. Tensile is Donghua oil-field rating; on dedup with standard ANSI 140-8 keep BOTH tensile values and set needs_review (never overwrite). Add oil-field application tags + pn_donghua to existing record if present."
REX-RR362,Engineered Class Chains,RR362,Rexnord RR362 Engineered Steel Roller Chain,,1.654,42.01,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,3,4.464,,8000,35.6,1650,7.3,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,RR362,RS625,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-RR432,Engineered Class Chains,RR432,Rexnord RR432 Engineered Steel Roller Chain,,1.654,42.01,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,3.7,5.506,,21000,93.4,2100,9.3,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,RR432,RS627,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-81X,Engineered Class Chains,81X,Rexnord 81X Engineered Steel Roller Chain,,2.609,66.27,1,Active,catalog-verified,TRUE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling,sawmill,lumber conveyor,trimmer","alloy steel,steel bushed roller",,0.906,23.02,,,0.438,11.11,1.125,28.57,2.5,3.72,"{""overall_width_in"": ""2 1/8""}",16000,71.2,2000,8.9,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,81X,81X,RS81X,,,,,,"Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed. | MERGE CONFLICT with macchain — kept baseline, both values: weight_lbs_ft: 2.5 (rexnord) vs 2.6 (macchain); tensile_lbs: 16000 (rexnord) vs 24000 (macchain); tensile_kn: 71.2 (rexnord) vs 106.8 (macchain)."
REX-C1288,Engineered Class Chains,C1288,Rexnord C1288 Engineered Steel Roller Chain,,2.609,66.27,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,2.5,3.72,,16000,71.2,2000,8.9,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,C1288,SS1088,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-1578,Engineered Class Chains,1578,Rexnord 1578 Engineered Steel Roller Chain,,2.609,66.27,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,2.6,3.869,,17000,75.6,2200,9.8,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,1578,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-RR778,Engineered Class Chains,RR778,Rexnord RR778 Engineered Steel Roller Chain,,2.609,66.27,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,2.9,4.315,,23000,102.3,2300,10.2,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,RR778,RS886,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-RR588,Engineered Class Chains,RR588,Rexnord RR588 Engineered Steel Roller Chain,,2.609,66.27,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,3.8,5.654,,17000,75.6,2500,11.1,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,RR588,RS887,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-81XH,Engineered Class Chains,81XH,Rexnord 81XH Engineered Steel Roller Chain,,2.609,66.27,1,Active,catalog-verified,TRUE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling,sawmill,lumber,forestry",alloy steel,,,,,,,,1.266,32.15,4.1,6.101,"{""renold_product_no"": ""171312"", ""plate_height_inner_mm"": 32.15}",28000,124.6,2500,11.1,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,81XH,RS81XH,81XH,,,,,"Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed. | MERGE CONFLICT with renold — kept baseline, both values: weight_lbs_ft: 4.1 (rexnord) vs 3.508 (renold); tensile_lbs: 28000 (rexnord) vs 44000 (renold); tensile_kn: 124.6 (rexnord) vs 196 (renold)."
REX-81XHH,Engineered Class Chains,81XHH,Rexnord 81XHH Engineered Steel Roller Chain,,2.609,66.27,1,Active,catalog-verified,TRUE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling,sawmill,lumber,forestry",alloy steel,,,,,,,,1.266,32.15,4.6,6.845,"{""renold_product_no"": ""171770"", ""plate_height_inner_mm"": 32.15}",28000,124.6,2500,11.1,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,81XHH,RS81XHH,81XHH,,,,,"Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed. | MERGE CONFLICT with renold — kept baseline, both values: weight_lbs_ft: 4.6 (rexnord) vs 4.61 (renold); tensile_lbs: 28000 (rexnord) vs 46000 (renold); tensile_kn: 124.6 (rexnord) vs 205 (renold)."
REX-270,Engineered Class Chains,270,Rexnord 270 Engineered Steel Roller Chain,,2.609,66.27,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,6.9,10.267,,40000,177.9,3500,15.6,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,270,SS2004,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-7774,Engineered Class Chains,7774,Rexnord 7774 Engineered Steel Roller Chain,,2.609,66.27,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,6.4,9.523,,40000,177.9,3500,15.6,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,7774,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-SR183,Engineered Class Chains,SR183,Rexnord SR183 Engineered Steel Roller Chain,,3,76.2,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,4,5.952,,22000,97.9,2100,9.3,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,SR183,RS3013,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-A4539,Engineered Class Chains,A4539,Rexnord A4539 Engineered Steel Roller Chain,,3.075,78.11,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,6.8,10.118,,38000,169.0,4650,20.7,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,A4539,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-1539,Engineered Class Chains,1539,Rexnord 1539 Engineered Steel Roller Chain,,3.075,78.11,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,6.8,10.118,,24000,106.8,4650,20.7,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,1539,RS1539,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-7539,Engineered Class Chains,7539,Rexnord 7539 Engineered Steel Roller Chain,,3.11,78.99,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,9.1,13.541,,40000,177.9,4650,20.7,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,7539,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-RR1120,Engineered Class Chains,RR1120,Rexnord RR1120 Engineered Steel Roller Chain,,4,101.6,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,3.4,5.059,,13000,57.8,2100,9.3,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,RR1120,RS4013,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-SR194,Engineered Class Chains,SR194,Rexnord SR194 Engineered Steel Roller Chain,,4,101.6,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,5.3,7.886,,15000,66.7,2350,10.5,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,SR194,RS4216,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-SR188,Engineered Class Chains,SR188,Rexnord SR188 Engineered Steel Roller Chain,,4,101.6,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,4.2,6.25,,13000,57.8,2400,10.7,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,SR188,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-4,Engineered Class Chains,4,Rexnord 4 Engineered Steel Roller Chain,,4,101.6,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,4.2,6.25,,21000,93.4,2500,11.1,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,4,RS4019,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-2188,Engineered Class Chains,2188,Rexnord 2188 Engineered Steel Roller Chain,,4,101.6,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,7,10.416,,23000,102.3,4200,18.7,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,2188,RS2188,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-531,Engineered Class Chains,531,Rexnord 531 Engineered Steel Roller Chain,,4,101.6,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,9.7,14.434,,28000,124.6,4500,20.0,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,531,RS4328,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-ER3433,Engineered Class Chains,ER3433,Rexnord ER3433 Engineered Steel Roller Chain,,4,101.6,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,9,13.392,,41000,182.4,5300,23.6,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,ER3433,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-A2868,Engineered Class Chains,A2868,Rexnord A2868 Engineered Steel Roller Chain,,4,101.6,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,12.1,18.005,,57000,253.5,7200,32.0,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,A2868,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-3420,Engineered Class Chains,3420,Rexnord 3420 Engineered Steel Roller Chain,,4.04,102.62,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,7.6,11.309,,23000,102.3,4300,19.1,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,3420,RS1113,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-C2848,Engineered Class Chains,C2848,Rexnord C2848 Engineered Steel Roller Chain,,4.04,102.62,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,11,16.368,,48000,213.5,6600,29.4,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,C2848,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
